용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,003-112,제조,티엠엘에이20%주(수출용)(TM LA20% INJ.),옥시테트라싸이클린,Oxytetracycline,2000-12-06,대한뉴팜(주)
동물용의약품,003-113,제조,엑셀주(수출용)(EX-CELL INJ.),세프티오퍼,Ceftiofur,2000-12-06,대한뉴팜(주)
동물용의약품,003-114,제조,알벤정(수출용)(ALBENJUNG),알벤다졸,Albendazole,2000-12-06,대한뉴팜(주)
동물용의약품,003-115,제조,알벤정S(수출용)(ALBENJUNG-S),알벤다졸,Albendazole,2000-12-06,대한뉴팜(주)
동물용의약품,003-116,제조,엔로신 50주(ENROCIN 50 INJ.),엔로플록사신,Enrofloxacin,2001-03-26,대한뉴팜(주)
동물용의약품,003-118,제조,토노플러스 주(TONOPLUS INJ.),토노포스판+비타민,Tonophosphan+Vitamin,2001-04-12,대한뉴팜(주)
동물용의약품,003-119,제조,콕시멸(COCCIMUEL),설파퀴녹사린+트리메토프림+살리실산나트륨,Sulfaquinoxaline sodium+Trimethoprim+Sodium salicylate,2001-05-18,대한뉴팜(주)
동물용의약품,003-120,제조,화이녹스-씨(수출용)(FASINOX CATTLE),트리클라벤다졸,Triclabendazole,2001-06-09,대한뉴팜(주)
동물용의약품,003-121,제조,화이녹스-S(수출용)(FASINOX SHEEP),트리클라벤다졸,Triclabendazole,2001-06-09,대한뉴팜(주)
동물용의약품,003-122,제조,테트라클로잠-C(수출용)(TETRACLOZAM CATTLE),레바미졸+옥시클로자니드,Levamizole+Oxyclozanide,2001-06-09,대한뉴팜(주)
동물용의약품,003-123,제조,테트라클로잠-S 수출용(TETRACLOZAM SHEEP),옥시클로자니드+테트라미졸,Oxyclozanide+Tetramisole,2001-06-09,대한뉴팜(주)
동물용의약품,003-124,제조,디미펜주사제(수출용)(DIMIPHEN INJ.),디미나젠+페나존,Diminazene+Phenazone,2001-06-09,대한뉴팜(주)
동물용의약품,003-125,제조,아쿠아 글루톤(AQUA GLUTON),글루타치온+메치오닌,Glutathione+Methionine,2001-09-29,대한뉴팜(주)
동물용의약품,003-126,제조,아쿠아키올비타,비타민공급약,Vitamin supplemental preparations,2001-09-29,대한뉴팜(주)
동물용의약품,003-127,제조,네옥실린첨가제(수출용)(Neoxyline-Mix),옥시테트라싸이클린,Oxytetracycline,2001-12-21,대한뉴팜(주)
동물용의약품,003-128,제조,아쿠아-파워콜(Aqua-powercol),플로르페니콜,Florfenicol,2001-12-21,대한뉴팜(주)
동물용의약품,003-129,제조,독사민(수출용),테트라미졸,Tetramizole,2002-03-25,대한뉴팜(주)
동물용의약품,003-130,제조,엑센트플러스주(Accent Plus inj.),세프티오퍼,Ceftiofur,2002-04-22,대한뉴팜(주)
동물용의약품,003-131,제조,아쿠아프란텔(Aquaprantel),프라지퀸텔,Praziquintel,2002-04-22,대한뉴팜(주)
동물용의약품,003-132,제조,아쿠아 에리스로킹(Aqua Erythro-king),에리스로마이신,Erythromycin,2002-07-31,대한뉴팜(주)
동물용의약품,003-133,제조,프라벤-엘,플루벤다졸+프라지퀸텔,Flubendazole+Praziquantel,2002-07-31,대한뉴팜(주)
동물용의약품,003-134,제조,프라벤-에스,플루벤다졸+프라지퀸텔,Flubendazole+Praziquantel,2002-07-31,대한뉴팜(주)
동물용의약품,003-135,제조,대한 타이믹스(Daehan Tymix),타이로신,Tylosin,2002-11-09,대한뉴팜(주)
동물용의약품,003-136,제조,대한타이설파(Daehan Tysulfa),타이로신+설파메타진,Tylosin phosphate+Sulfamethazine,2003-01-14,대한뉴팜(주)
동물용의약품,003-137,제조,엑셀현탁주(Excell injectable suspension),세프티오퍼,Ceftiofur,2003-01-14,대한뉴팜(주)
동물용의약품,003-138,제조,네오플러 산(Neoflor powder),플로르페니콜,Florfenicol,2003-04-07,대한뉴팜(주)
동물용의약품,003-139,제조,대한 코린-50%액,염화코린,Choline chloride,2003-04-07,대한뉴팜(주)
동물용의약품,003-140,제조,아쿠아 세파골드(Aqua Cepha-gold),세파렉신+겐타마이신,Cephalexin+Gentamicin,2003-04-21,대한뉴팜(주)
동물용의약품,003-141,제조,부타콤비(Buta-Combi),부타포스판,Butaphosphan,2003-08-02,대한뉴팜(주)
동물용의약품,003-142,제조,네오플러 2.3액(Neoflor 2.3 oral sol.),플로르페니콜,Florfenicol,2003-08-02,대한뉴팜(주)
동물용의약품,003-143,제조,아쿠아 암피신(Aqua-Ampicin),암피실린,Ampicillin,2004-01-06,대한뉴팜(주)
동물용의약품,003-144,제조,암피신(Ampicin),암피실린,Ampicillin,2004-01-06,대한뉴팜(주)
동물용의약품,003-145,제조,덱사-주(Dexa inj.),덱사메타손,Dexamethasone sodium phosphate,2004-02-11,대한뉴팜(주)
동물용의약품,003-146,제조,아미카주(수출용)(Amika inj.),아미카신,Amikacin,2004-02-11,대한뉴팜(주)
동물용의약품,003-147,제조,프라벤-피(Praben-P),플루벤다졸+프라지퀸텔,Flubendazole+Praziquantel,2004-02-11,대한뉴팜(주)
동물용의약품,003-148,제조,네오플러 300주(Neoflor 300 inj.),플로르페니콜,Florfenicol,2004-03-13,대한뉴팜(주)
동물용의약품,003-149,제조,라본믹스(Rabon Mix),테트라클로르빈포스,Tetrachlorvinphos,2004-03-25,대한뉴팜(주)
동물용의약품,003-150,제조,톨트라콕신,톨트라주릴,Toltrazuril,2004-07-15,대한뉴팜(주)
동물용의약품,003-151,제조,네오플러20％액,플로르페니콜,Florfenicol,2004-07-28,대한뉴팜(주)
동물용의약품,003-152,제조,피그콕,톨트라주릴,Toltrazuril,2004-10-18,대한뉴팜(주)
동물용의약품,003-153,제조,대한-클로피돌,클로피돌,Clopidol,2005-01-06,대한뉴팜(주)
동물용의약품,003-154,제조,아모실린(Amocillin),아목시실린,Amoxicillin,2005-02-21,대한뉴팜(주)
동물용의약품,003-155,제조,CU SELE EN BLOCK(수출용),기타영양공급약,Mineral supplemental preparations,2005-04-13,대한뉴팜(주)
동물용의약품,003-156,제조,아스비타씨,아스피린(아세틸살리실산) 비타민C(아스코르브산),Aspirin(Acetylsalicylic acid) Vitamin C(Ascorbic acid),2005-06-04,대한뉴팜(주)
동물용의약품,003-157,제조,아모펜(Amophen),아목시실린+아세타미노펜,Amoxicillin+Acetaminophen,2005-06-04,대한뉴팜(주)
동물용의약품,003-158,제조,알벤정250(수출용),알벤다졸,Albendazole,2005-11-29,대한뉴팜(주)
동물용의약품,003-159,제조,독시 200,독시싸이클린,Doxycycline,2006-01-31,대한뉴팜(주)
동물용의약품,003-160,제조,수산용 독시200,독시싸이클린,Doxycycline,2006-01-31,대한뉴팜(주)
동물용의약품,003-161,제조,네오플러산 4%(Neoflor powder 4),플로르페니콜,Florfenicol,2006-03-02,대한뉴팜(주)
동물용의약품,003-162,제조,아나파액,페닐부타존+브롬헥신,Phenylbutazone+Bromhexine HCl,2006-04-07,대한뉴팜(주)
동물용의약품,003-163,제조,아나파주,톨페나민산,Tolfenamic aicd,2006-05-10,대한뉴팜(주)
동물용의약품,003-164,제조,맥스티아,클로르테트라싸이클린염산염+티아물린,Chlortetracycline HCl+Tiamulin hydrogen fumarate,2006-07-14,대한뉴팜(주)
동물용의약품,003-165,제조,아쿠아 하이드,포르말린,Formalin,2006-11-02,대한뉴팜(주)
동물용의약품,003-166,제조,대한 아쿠아 에리설팜,에리스로마이신+설파메톡사졸+트리메토프림,Erythromycin+Sulfamethoxazole+Trimethoprim,2007-05-08,대한뉴팜(주)
동물용의약품,003-167,제조,바이오스펙틴(Biospectin),린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2007-08-14,대한뉴팜(주)
동물용의약품,003-168,제조,바이오스펙틴 주(Biospectin injection),린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2007-08-14,대한뉴팜(주)
동물용의약품,003-170,제조,네오플러액 골드,플로르페니콜,Florfenicol,2008-01-04,대한뉴팜(주)
동물용의약품,003-171,제조,대한 닥터암피콜,암피실린+콜리스틴,Ampicillin+Colistin sulfate,2008-01-18,대한뉴팜(주)
동물용의약품,003-172,제조,엔로신 100주(Enrocin 100 inj.),엔로플록사신,Enrofloxacin,2008-07-14,대한뉴팜(주)
동물용의약품,003-173,제조,엔로삭신 20％액(Enroxacin 20％ Oral),엔로플록사신,Enrofloxacin,2008-07-14,대한뉴팜(주)
동물용의약품,003-174,제조,CY 틸미포 200,틸미코신포스페이트,Tilmicosin phosphate,2008-07-28,대한뉴팜(주)
동물용의약품,003-175,제조,스코피린 주(Scopyrin Inj),스코폴라민+디피론,Scopolamine+Dipyrone,2009-06-23,대한뉴팜(주)
동물용의약품,003-176,제조,린코스타 주(수출용)(Lincostar Inj.),린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2009-06-29,대한뉴팜(주)
동물용의약품,003-177,제조,대한뉴멕틴 프리믹스(Daehan-newmectin premix),이버멕틴,Ivermectin,2009-07-10,대한뉴팜(주)
동물용의약품,003-178,제조,그랩타론 주(Gleptaron Inj.),글렙토페론,Gleptoferron,2009-07-10,대한뉴팜(주)
동물용의약품,003-179,제조,콕시펜드(Coccipend),디클라주릴,Diclazuril,2009-11-02,대한뉴팜(주)
동물용의약품,003-180,제조,카우멘신(Cowmensin),모넨신나트륨,Monensin sodium,2009-12-02,대한뉴팜(주)
동물용의약품,003-181,제조,셀렌비타-주(Selenvita inj.),비타민 E+셀레늄,Vitamin E+Selenium,2009-12-02,대한뉴팜(주)
동물용의약품,003-182,제조,아쿠아 아모실린,아목시실린,Amoxicillin,2010-01-28,대한뉴팜(주)
동물용의약품,003-183,제조,아쿠아 아모실린 30％,아목시실린,Amoxicillin,2010-01-28,대한뉴팜(주)
동물용의약품,003-184,제조,바이렉스 주(Bairex inj.),멘부톤+클로로크레졸,Menbutone+Chlorocresol,2010-02-18,대한뉴팜(주)
동물용의약품,003-185,제조,아쿠아테라 50％,옥시테트라싸이클린염산염,Oxytetracycline HCl,2010-03-04,대한뉴팜(주)
동물용의약품,003-186,제조,에이알 설파(수출용)(AR Sulfa),설파치아졸,Sulfathiazole,2010-05-25,대한뉴팜(주)
동물용의약품,003-187,제조,아쿠아 플루멕(Aqua Flumec),플루메퀸,Flumequine,2010-07-08,대한뉴팜(주)
동물용의약품,003-188,제조,테라펜(Terraphen),아세트아미노펜(파라세타몰),Acetaminophen,2010-08-24,대한뉴팜(주)
동물용의약품,003-189,제조,응애캐치 액(EungAe Catch Sol.),프로폴리스+구연산,Propolis+Citric acid,2010-11-09,대한뉴팜(주)
동물용의약품,003-190,제조,카루멘(Carumen),모넨신나트륨,Monensin sodium,2010-12-01,대한뉴팜(주)
동물용의약품,003-193,제조,이뮨부스터(Immune Booster),유우칼리추출물,Eucalyptus tree resin extracts,2011-06-24,대한뉴팜(주)
동물용의약품,003-194,제조,대한 안티섹(ANTISEC),티몰,Thymol,2011-08-24,대한뉴팜(주)
동물용의약품,003-196,제조,대한 린코마 110(Lincoma 110),린코마이신,Lincomycin,2011-12-13,대한뉴팜(주)
동물용의약품,003-197,제조,투플러스(TWO-PLUS),멜렌게스트롤,Melengestrol,2011-12-13,대한뉴팜(주)
동물용의약품,003-198,제조,콕시멸 에스(Coccimyeol-S),디클라주릴,Diclazuril,2011-12-19,대한뉴팜(주)
동물용의약품,003-201,제조,투풀-에이(Twopul-A),멜렌게스트롤,Melengestrol,2013-01-18,대한뉴팜(주)
동물용의약품,003-202,제조,카루멘 플러스(Carumen plus),모넨신나트륨,Monensin sodium,2013-01-18,대한뉴팜(주)
동물용의약품,003-203,제조,하트필락스(Heart phylax),이버멕틴+피란텔,Ivermectin+Pyrantel,2013-02-08,대한뉴팜(주)
동물용의약품,003-204,제조,마뿔샷 100(Mappul-shut 100),마보플록사신,Marbofloxacin,2013-04-03,대한뉴팜(주)
동물용의약품,003-205,제조,마이틱스(Mitix),아미트라즈,Amitraz,2013-08-16,대한뉴팜(주)
동물용의약품,003-206,제조,스킨가드 스프레이(Skin guard spray),트리클로르폰+안식향산벤질,Trichlorfon+Benzylbenzoate,2013-10-07,대한뉴팜(주)
동물용의약품,003-207,제조,그랜멕틴 주사(Granmectin injection),이버멕틴,Ivermectin,2013-12-13,대한뉴팜(주)
동물용의약품,003-208,제조,그랜멕틴-에프 주사(Granmectin-F injection),이버멕틴+클로술론,IVERMECTIN+CLORSULON,2013-12-13,대한뉴팜(주)
동물용의약품,003-209,제조,멀티가드 주입제(Multi Guard),페니실린지프로카인+네오마이신+스트렙토마이신+프레드니솔론,Penicilline G procaine+Neomycin+Streptomycin+Prednisolone,2014-05-22,대한뉴팜(주)
동물용의약품,003-210,제조,엑센트 플러스 현탁주(Accent Plus Suspension),결정성세프티오퍼유리산,Ceftiofur Crystalline Free Acid,2014-11-18,대한뉴팜(주)
동물용의약품,003-211,제조,그랜멕틴 에스 정(Granmectin S tablet),이버멕틴,Ivermectin,2015-01-30,대한뉴팜(주)
동물용의약품,003-212,제조,에코제트 주입제(오레가노 오일)(Ecoject Ointment),오레가노 오일,Oregano oil,2015-02-10,대한뉴팜(주)
동물용의약품,003-213,제조,에너샷(Enershot),카르니틴,Carnitine,2015-04-30,대한뉴팜(주)
동물용의약품,003-214,제조,그랜멕틴 펠렛(Granmectin pellet),이버멕틴,Ivermectin,2015-09-04,대한뉴팜(주)
동물용의약품,003-215,제조,네오플러산 80g(플로르페니콜)(Neoflor powder 80g),플로르페니콜,Florfenicol,2016-05-25,대한뉴팜(주)
동물용의약품,003-216,제조,테라펜-파워액(아세트아미노펜)(Terraphen-Power),아세트아미노펜(파라세타몰),Acetaminophen,2017-01-18,대한뉴팜(주)
동물용의약품,003-217,제조,슈퍼 아스피린액(Aspirin)(Super Aspirin),아세틸살리실산(아스피린),Acetylsalicylic acid(Aspirin),2017-02-08,대한뉴팜(주)
동물용의약품,003-218,제조,쿠마킹액(쿠마포스)(Coumaking),쿠마포스,Coumaphos,2017-03-22,대한뉴팜(주)
동물용의약품,003-219,제조,DH 루치온 주(글루타티온 환원형)(DH Luthione inj.),글루타치온,Glutathion,2017-05-25,대한뉴팜(주)
동물용의약품,003-220,제조,그랜멕틴 푸어온(에프리노멕틴)(Granmectin Pour-on),에프리노멕틴,Eprinomectine,2017-09-01,대한뉴팜(주)
동물용의약품,003-221,제조,슈퍼 네오펜 산(Super Neophen),플로르페니콜+아세트아미노펜+브롬헥신염산염,Florfenicol+Acetaminophen+Bromhexine Hydrochloride,2017-10-12,대한뉴팜(주)
동물용의약품,003-222,제조,슈퍼 아모실린산(아목시실린)(Super Amocillin),아목시실린,Amoxicillin,2017-11-06,대한뉴팜(주)
동물용의약품,003-223,제조,수출용 시프로벳 액 100g(시프로플록사신)(Ciprovet 10 Sol.),시프로플록사신,Ciprofloxacine,2018-02-22,대한뉴팜(주)
동물용의약품,003-224,제조,수출용 시프로벳 액 200g (시프로플록사신)(Ciprovet 20 Sol.),시프로플록사신,Ciprofloxacine,2018-02-22,대한뉴팜(주)
동물용의약품,003-225,제조,디에치 풀비신 과립(그리세오풀빈)(DH Fulvisin),그리세오풀빈,Griseofulvin,2018-02-27,대한뉴팜(주)
동물용의약품,003-226,제조,틸프로 액(틸미코신인산염)(TilPro sol.),틸미코신포스페이트,Tilmicosin phosphate,2018-03-22,대한뉴팜(주)
동물용의약품,003-227,제조,수출용 아목스-콜 500 산(AMOX-COL 500 WSP),아목시실린트리하이드레이트+콜리스틴,Amoxycillin trihydrate+Colistin sulfate,2018-03-22,대한뉴팜(주)
동물용의약품,003-228,제조,라본 부록(Rabon Block),테트라클로르빈포스+광물질,Tetrachlorvinphos+Minerals,2018-08-07,대한뉴팜(주)
동물용의약품,003-229,제조,클리너-비 액(Cleaner-Bee),티몰,Thymol,2019-04-09,대한뉴팜(주)
동물용의약품,003-230,제조,대한-락토파 산(락토파민염산염)(Daehan-Ractopa),락토파민염산염,Ractopamine HCl,2019-05-01,대한뉴팜(주)
동물용의약품,003-231,제조,암프롬 액(암프롤리움염산염),암프롤리움,Amprolium HCl,2019-08-09,대한뉴팜(주)
동물용의약품,003-232,제조,카디벤단 정(피모벤단)(Cadibendan Tab.),피모벤단,Pimobendan,2019-10-22,대한뉴팜(주)
동물용의약품,003-233,제조,대한 주사용수,주사용증류수,WATER FOR INJECTION,2020-01-15,대한뉴팜(주)
동물용의약품,003-234,제조,대한 디클라 30액(디클라쥬릴)(Daehan Dicla 30 sol.),디클라주릴,Diclazuril,2020-01-21,대한뉴팜(주)
동물용의약품,003-235,제조,슈퍼 암피신산(암피실린수화물)(Super Ampicin),암피실린,Ampicillin,2020-01-29,대한뉴팜(주)
동물용의약품,003-236,제조,트랙스 주(툴라스로마이신)(TRAXX inj.),툴라스로마이신,Tulathromycin,2021-10-20,대한뉴팜(주)
동물용의약품,003-237,제조,독시맥스 500 (수출용)(Doxy Max 500),독시싸이클린,Doxycycline,2021-12-28,대한뉴팜(주)
동물용의약품,003-238,제조,팸디제로 산(FMD-Zero),아세트아미노펜(파라세타몰),Acetaminophen,2022-01-27,대한뉴팜(주)
